Word-Id,Word-Text
4b2f45d9-2b6c-40c2-897d-0b2d45b6285d,Texas
a44ae5c9-def4-4530-a297-4d66b71015dd,Prior
abd27fe5-4aeb-45e5-b54e-bf69b44e796f,Authorization
c809cafc-f32c-4880-96e1-19d55ba65aa1,Program
51e169b0-a7a9-412e-b068-d6458a140373,Clinical
6111ef43-0d21-4cf8-a4e7-4b279815e51f,Edits
56aa13b7-52b3-4012-8909-88f0639f778c,Alinia
36c55bcc-fbad-4423-89bf-d45b3dddece7,(Nitazoxanide)
99d132dc-9444-41e6-a87c-7ff4ad9bcefe,Alinia
d06fd33b-2fff-45a4-976b-499784d669f3,(Nitazoxanide)
1619a58d-6144-4e5c-b200-e7055d987f45,Oral
373e6f3a-315d-4e83-9595-312e66ffb72a,Suspension
af849a77-f938-49b7-bd12-ecb37d766f4c,Clinical
00e034d6-ecb9-4c7f-b942-d02a111add91,Edit
51ceb25a-4398-43e2-9af6-6b38d0cb0b34,Criteria
8d28219d-874a-4c31-bb1d-a7a5fad072a0,Supporting
cc0e72f0-18d4-43e0-8cb7-3bdc5ef3f5b0,Tables
a02ec324-87c2-49e9-913b-5ed5c669c572,Step
bfaf5815-b600-4e20-810a-ab81c1227baf,1
5720fff0-9f8c-4dad-8783-bf9cdfc2d1e2,(diagnosis
31c32bb6-749f-415e-a91e-e465074850f6,of
e4aaa108-f7ef-45d8-a182-67bfd5f66af1,giardiasis
a93485b6-3281-40e4-9b0f-cad369a12f4d,or
d74d7c46-6f34-4830-8d99-ed5240bcc2f3,cryptosporidiosis)
be496405-11a6-4bbc-a5f4-6c99d7e2ba83,Required
7ded4548-16b6-44a3-b38a-5dd29dd518be,diagnosis:
ef59e65b-b92a-40cd-b799-b415f43d7f8c,1
d4982ad8-10c0-405a-9df2-e5345461dbd3,Look
1c9e4db2-2c16-4cc3-befb-ef525471c56d,back
e0741fc5-18f1-43b4-8af0-dd8e6dc535c3,timeframe:
fbac87ac-f5a7-4e50-87d8-c2de58a983cd,90
60527ba7-1419-4fc6-b7fa-536bb6ab7bd9,days
74c5b5ad-71af-4453-96df-ecefeeac9e9f,ICD-10
229a352c-805d-4968-9500-970a667f3ce8,Code
16b4d8eb-cbb6-4d81-b0cd-4e390dedccd7,Description
46372fd0-4e81-4632-9861-c787debd2a4c,A071
3b82fb10-83d7-4b27-86f3-596b66bdacc4,GIARDIASIS
cf9542dc-ed9c-400a-a687-6476736f542d,A072
71024bdb-da21-43ab-ab1b-33542cbf54ed,CRYPTOSPORIDIOSIS
2265ceb3-32ad-4d07-9fa8-50593550eb58,February
957a47a3-2772-49a2-8703-831299c03e28,"17,"
fac5e705-98f2-4891-863d-613e7e8eddbf,2021
11825a12-73c0-426d-938a-88e91e0d4921,Copyright
1abf7272-081d-4eb2-b9d4-dcbbb21eae2f,©
2d08ad66-daa6-4288-9d2f-d33a69954749,2021
2a76fe64-5678-4500-88ab-40eadbb5de6f,Health
ff8eae09-8f62-4115-a042-b77a6504bf4f,Information
1ca9526f-685e-4728-8aa9-cb03a9c4ee2b,"Designs,"
0d17cde1-3ad3-42e3-a076-ecec1063a4ec,LLC
fe3c8e99-5a08-4b0d-be27-b6ea016182ed,6
