Word-Id,Word-Text
ce4e8395-4c29-469c-8dbe-72ada8424e61,Texas
3db03857-c4fb-43d0-9f36-147fce780efa,Prior
ea3062b7-647e-4992-84ef-f858af663160,Authorization
67e0aedd-afb0-4f89-a02e-90da13a63f73,Program
8be5cc49-6163-4e7f-975f-51cc024b318d,Clinical
439696c4-0aca-4f94-aca7-94bfc545235a,Edit
d561938f-b1e5-42c9-b3ba-ecd993baa43e,Criteria
d348e535-8cc0-4616-98e2-e6b32a71dd6d,Drug/Drug
a5716f3b-be69-47e1-aeb2-fa633e535ce6,Class
81dae2d1-c895-42f1-861d-c0c9ff263267,Alinia
70d1ac5d-1ffa-4a65-b64e-a77030c47111,(Nitazoxanide)
df7ddb6a-abb6-45fe-b9db-bb55d7ee6585,Clinical
cea4b402-b250-42e8-92e6-822c224dd61f,Edit
6f509b0b-0a1f-41b4-b2da-96c0fe71f2c8,Information
316dd23f-6601-4e99-993c-6fc322a44af6,Included
9635ac40-d3d4-4d65-b37c-dfed2592a7c3,in
f791f84c-a538-4825-8ce5-5922a6f6bea1,this
ccc62d25-e3de-414e-b829-befbdebc9adf,Document
534ae274-6464-4ce4-b46f-b2ef3bdf1cc0,Alinia
c06520da-d2c9-4600-896d-173f2818eda3,Oral
52edf8eb-704b-4199-a548-1072c6e04bd3,Suspension
4080d37b-ea4d-4870-90a3-6d46fafbc8d0,Drugs
1231485b-a53a-4ea6-8c3a-4d869b7fbbe4,requiring
84666917-4d40-4751-ab8b-255017eed447,prior
b09a6f13-52f2-4f15-a6de-d1c1bb04b933,authorization:
3ac7b965-d94b-4106-928f-ef63b5df536b,the
5ba7309f-60a6-49e3-a144-9e57d73dc61c,list
d71bcbb6-32c7-4c9b-bfae-d4c6e012f610,of
b12e925a-d71b-46e7-8340-0b7e78a9cc99,drugs
6fe2b6f4-96bf-4f6f-8f92-14178801cda3,requiring
3037daba-078f-47af-977c-2efca88dc7b1,prior
5522d210-153f-4aee-8ba7-a537d690079c,authorization
289fca83-c90f-4502-8eaa-4d0b073499c7,for
06fbc1b0-e111-4293-9932-aa32d4db981b,this
d4b9a4a1-a35d-4f60-8541-c6a44d633013,clinical
4ad2dafa-2b12-4837-933a-1bf9b3ce0332,edit
4815d932-f6d0-4166-b4d3-ed64c7633ead,Prior
68896a72-4a56-4e69-9dc6-daa119cccedc,authorization
75198411-ff1a-465f-a565-62752bba31b9,criteria
416b3c5a-94b7-406d-87f6-f3f97ce132c6,logic:
5f6f4502-f139-4b40-ae8a-a6a8c5a0153b,a
77307564-442b-419b-8735-e0d35be52894,description
c21ee136-57e8-4a44-a104-093a915189f9,of
8c3c683c-5e6d-47d5-bd18-d636fe499805,how
d6cd75e6-20c7-40bc-83a1-546ed94212a7,the
eaf64848-ece1-4ca4-b9e5-c8c35f7bc8c4,prior
ebd84c59-a550-4ae6-a8b3-3b2cb30e8335,authorization
d229fb54-874c-44e5-aaeb-90e6c1748004,request
49e81272-7637-4d50-9b3c-d713eb125894,will
1fb44f7a-68c9-4484-ab5a-cff4196036f5,be
16085223-ff9f-441e-93a5-b14e1bebdc45,evaluated
c213cffb-8ebf-4bf4-a4d0-787bd925c0ad,against
bbaa61d7-2594-4a51-baca-aefd6f08843c,the
7962e2e2-a256-4f84-8a19-3e76c1dd2196,clinical
e36f9b2f-5324-42de-ab90-a887b16cac82,edit
0e11e189-9233-44ef-82c3-e90fec828333,criteria
77624bb1-875c-4e10-b42c-d67ffaaa6af5,rules
a7630bae-cbee-462f-9e92-a233d9c9952b,Logic
3525db2c-94f9-44dd-8fb7-ee9634256d32,diagram:
38d23a43-ad71-40ea-ad66-15db13dfc48c,a
7e688984-cf6a-4d45-8a21-53af47deae70,visual
8af07653-1996-408c-b2ea-0e82b7d6edc1,depiction
ac9f244b-0f42-494f-a4d6-c5b5c51c9567,of
ce92f5ad-02a8-4f89-8293-737191f4e545,the
fcd05c4c-6549-4ebb-a1cb-f7eae70c8223,clinical
3841732d-e0db-4bd8-8d09-91f2c3bade58,edit
e67afe33-b7f1-49fb-8e9e-1492e3cdcc1c,criteria
82c3600c-6367-403d-8f15-cac253e49a50,logic
63d1e145-4b6e-4499-8b24-4b0b64653cfe,Supporting
597850e7-3723-435c-83fb-983f693fe50e,tables:
572fb870-b169-4376-bceb-fcfa04d70e9d,a
28d906ab-fe3c-4981-8636-bfba59f69732,collection
9f801e6e-8732-4ba8-999b-4961f30b247e,of
0f1ae984-47d5-4a29-bda4-21521226be9e,information
1c8d4f0a-aac3-4a6c-bda0-748c3e3492a3,associated
c08c9492-e82a-4273-b22e-283d278d8097,with
01791a35-9cca-4ba5-b92a-b160ea37b288,the
b6c7026b-6cdf-44ad-987e-db298b6f06ac,steps
42cc1159-a09c-45f8-a092-6db8fd7d82af,within
1126964f-cb06-4a0c-aa9c-d31145587895,the
4e4236ef-ffc2-4cf0-8769-24b76c25a3af,criteria
4888e740-0262-4e68-ba84-d7e7a9460bf3,(diagnosis
1468b08f-dca5-471a-9a76-e8c7d657b0ee,"codes,"
e017332f-c23b-43ef-b48c-42432f260774,procedure
f66ce805-4e10-4127-b759-7610dfe0a2dc,"codes,"
99a2cf96-7100-4e7f-a3a0-69d317e8e2fb,and
ea84bd02-75a5-4a2c-adfc-4d890f1ba9c7,therapy
f8560f26-72e9-4c96-9431-7420283fdc14,codes);
e503a17c-3169-4dfd-9e8a-6dd7ce4b2b64,provided
bf714e7c-bbd9-4914-9f6c-0ae790655eee,when
05505898-3878-473c-92dc-6d923211ccd4,applicable
63ff88ef-36d7-4ac3-9d0b-2fcdcfd3d4cd,References:
6741fd56-45d3-4da9-91d8-d599b2b3f34f,clinical
772b2010-d05e-4ceb-929e-ee71daea3d5d,publications
8ce56055-e1ad-4ada-ad32-7e8db8755aa1,and
6f25db08-4caa-4f6a-9407-f64f14586dda,sources
4e25cb6d-25cc-445a-97d2-d78650d67cf3,relevant
74f14c28-d86f-45e4-b99a-a368ca6c1745,to
1c4b4874-8a39-4e05-8ee5-f7a8427f1edd,this
48bc7831-a707-41fe-9218-a408f0d231cb,clinical
331080a3-ab4c-4b1c-a600-eb3747afbf60,edit
9209b577-7b31-4ea3-99c7-4772976cdc81,Alinia
49bda71a-be0f-42a1-bf0c-645bf8f40b0c,Tablets
338cfa39-5513-4c89-91f3-4cddc2efc1ea,Drugs
6d751f34-a138-4269-b7b9-03c63706afdc,requiring
6cf6636f-c1af-4b9c-8941-1c55fac4c1c9,prior
1becf455-7ccf-4b56-95f1-c3cce488e393,authorization:
1bd63267-72db-4c60-915b-a1b518268970,the
76fdcd55-baaf-467a-90f4-56baf7b7fa13,list
7ceb092b-10bc-498d-b52d-c45a0880de18,of
d9f26cf9-46b6-44be-a973-9070f8b4213c,drugs
605ae48d-28be-4e7e-aeb6-b2542a89f029,requiring
1ca5570a-e9f3-41dc-9c46-ee49e2798f03,prior
d3e570fd-b3a5-40b7-aa54-5d50797cc0cc,authorization
df3621d1-5ee5-4074-9b4e-7684cc48f16c,for
54255da4-465b-4b8c-8c83-01dd1efcf830,this
89a199ed-ae67-4ecf-a9bc-39dcd250d057,clinical
66747da2-13bb-4d1a-8544-be2a3d203867,edit
5bec4a3c-1319-473e-bb9d-8497525d1cf2,Prior
7404be24-c058-4602-97ef-39a95f24b82b,authorization
6eeb4e5a-3c5b-4e11-9f05-a551f7f7a0eb,criteria
92ee7a2a-81eb-475d-8f79-5e2fdef56fe0,logic:
d3bf6ddb-dcc9-4039-9c15-d18aec2ebd13,a
dcd6c304-29cc-4c18-9137-88c9f944f286,description
ab83a478-9a6f-4fd4-94aa-f4f3a21e6036,of
509a2951-ae08-4e6c-9042-27a9f7b695dd,how
fa8110cc-7c0a-41cb-b2d4-3b118ccdea06,the
e8532b93-aef6-425f-a9fc-f0a1629d5c86,prior
cae266e2-7ab8-40ca-ad97-e23a6257cc7f,authorization
5f1c3b7f-4c2f-451d-a3b9-718dd0352e52,request
19fa80be-f6c6-4524-bcde-9d5f6fb6b70d,will
cd2babd8-46c4-4fc5-b834-e01efe5e7071,be
b5a1ff16-6c81-4826-8620-23c3a39203a1,evaluated
7d20fe32-cd6e-48b4-9d60-f11e8203dead,against
fd6c3b21-0f8a-4557-aac6-3492b9f638e6,the
cdf6e1ec-8f06-43d1-9101-635ec301dbb3,clinical
c6ac9cc1-825b-4840-bfab-bb1a8381ef33,edit
bdedd2c1-b9f1-44c2-895f-fce4f351a13b,criteria
108d533b-19d3-4350-a1e3-ec38a1108799,rules
54871fe5-2b9a-41b3-9161-71aa9fc0d46e,Logic
445613a6-0180-4563-bd27-f10fbf0b900a,diagram:
26bb22c7-4f0f-4b02-b1dd-baa23da559d5,a
2ccd65ca-0adf-469d-8a2d-d338df67ca63,visual
7c49a7b5-8cb2-499d-ab6a-1a3b4f9cdf70,depiction
ae66ab09-853b-4aac-b6ae-2f829e99424c,of
6633f240-f6cd-445d-ab95-732d4b89d4d2,the
ffc52051-36a1-4356-b307-de559deecfb8,clinical
11bf11c6-8544-42fe-ba75-c1da300925ff,edit
abedfa50-e30d-4545-8f19-08b7c8f430aa,criteria
7a29d4a4-5e0e-4831-9016-2b5aa818148f,logic
799f1101-4b31-4c6d-8f8d-8e235f34de72,Supporting
f1a942e3-2454-4756-a949-043f7eb41cae,tables:
42273f1f-3b59-4c99-ab7e-53a150aa1320,a
a5d42c86-2b6d-49c0-90cb-c907c5d9f7a0,collection
bf095a30-3fb5-4849-bfa8-1dbcb09793fa,of
212890e0-f612-4875-87f8-d0b79918f79f,information
7c7dcd7a-4281-402f-87ce-6f7f8116f107,associated
b6fbb0ef-c473-4a55-82d4-c78244cbda08,with
51faff00-0753-4469-af6e-6097f21fd7cc,the
93c8fbec-2ee8-40d1-a963-94a6e0c06f25,steps
395ed500-01eb-4654-be73-0ee6d3a08f36,within
b80e77e8-6bfd-484b-98ac-97b4f5c6341c,the
97193416-320c-4322-b2c3-279d1977904a,criteria
71a8de3c-6d22-42c5-a201-37ac34cf9df1,(diagnosis
670ff25f-c8c6-4327-82e0-fadb8c0acc87,"codes,"
b811286e-0fc3-40a4-ac3c-b13a1ff1724e,procedure
2485611f-ecea-4100-99fe-ebea3536a503,"codes,"
04b2fc0c-9b0c-4d1a-998b-0b3a6e9100e2,and
827921b2-5e84-4cff-be4a-65f9dab740a0,therapy
48825987-4584-4b78-bb2e-e0a838396c3a,codes);
ebfad5fc-7329-4a2f-a602-e89093d7a7f7,provided
ed5bc07f-dc71-41d3-8a41-b4993f8bb757,when
c58fb4ed-f3f4-4a1a-b286-293c92852cee,applicable
0ef14d4d-1f78-46d0-ad3a-c2042aeb444d,References:
6122bd34-e206-4a1a-82b3-a672699d28cf,clinical
8997a441-d9fa-4ea3-9443-a66c111a839e,publications
bf8f86d6-6312-41cf-a7b4-21fff1b7c738,and
9b0ab518-11e4-49cb-834a-5c42f2993925,sources
e2ecf35c-af38-4cd7-a605-04c77d808637,relevant
815f0488-86eb-4f5f-b374-b32dfb773577,to
f3c6f64e-3cda-4720-98f1-19aee8c48670,this
28c31bd6-f182-41ac-a694-ddc640919dce,clinical
55a9fce0-3707-4547-a4f8-1db6efe56767,edit
30668341-decf-418f-84cc-29c668c4b9ed,Note:
59ab93bd-daf7-4760-9f2a-d8bf46795364,Click
19b070f4-5998-47d7-9873-5fdca45e066f,the
79da02dc-6b62-4340-9eac-a874f3dde982,hyperlink
36620955-ff88-4834-a941-660d37c6634b,to
73a9e671-ddca-4249-9380-b6fb004aae0a,navigate
1c0e8fe4-027a-48b1-aa5e-876d09d7e1f6,directly
7a0d7732-b4c2-460b-bbff-69a86076ce8f,to
ff0c1078-816b-4c78-8d44-1d9b8fc140ff,that
4bde35bc-b811-4834-9393-4a1fef41f96b,section.
b88ec6d4-eb2d-4809-9fa0-95e280998fe8,February
a5241d41-7fd4-44dc-b76d-771056c2ce14,"17,"
294a90ff-d9a2-4f53-928c-40901cc0944a,2021
be94b736-cfba-48c2-8d99-2194e3dcfd8d,Copyright
06e5dc6a-5a8f-4d8c-a1eb-5141d733c201,©
1c192008-a78a-47c2-a68c-719099dbf3de,2021
1e470ad0-be0d-4c9d-a54a-ae940a3a782a,Health
1137dc8d-179a-4b71-bc67-689a4f90999a,Information
8681b209-86ff-4e0f-a033-0682372ffea6,"Designs,"
81f35fbf-c37e-4af3-8d2a-12909dab0998,LLC
03667fc5-ac21-4948-8e09-708e10540120,1
