Word-Id,Word-Text
e137ccf0-b0cd-41a9-b29e-ad3aeb87e115,Texas
808ccc22-d257-44fd-815f-5cce6967884f,Prior
9b396081-7fc4-4a4e-a17f-1965bdb587da,Authorization
386354c3-2575-4038-9733-be1e27209839,Program
3320f945-eee8-415b-9388-419115671c22,Clinical
69b89b00-f67c-4782-93d5-87dd4f0e9116,Edits
8ee1f7b0-e5de-4432-9a16-3253655ab0ec,Alinia
95098113-a7e7-4f8f-89ac-8f63891ce954,(Nitazoxanide)
27a5af34-41b9-4199-a67a-38098c1cf9d9,Revision
6e5ddda3-e80e-4f5f-a043-cea2d7265b39,Notes
60c020ec-6e08-4761-96be-08045728d0ba,Annual
04cf0f8c-3096-4363-965b-4ad2d96f3d54,review
b80e5345-7efd-406c-8f78-818f6fbf7a09,by
4f9dae81-7f96-45d8-9f28-e6082addd17b,staff
bb937f68-1c3e-4e0d-8ee2-e41077388caa,Updated
f5980a56-9ec6-407f-a589-d753d4f0e99e,references
e3a5ad9f-a539-4445-809c-870c6965fd52,February
9230fa8c-74dc-4364-adac-e083e6ea3998,"17,"
1c399252-3aaf-4d0e-8496-c53845db035f,2021
513baa06-6944-44de-8f8e-8019b56649fb,Copyright
994f1bfa-b9d9-43f7-9dec-c7d1609b8f19,©
b99665ee-8f80-44d3-926e-74f720d2c3ba,2021
acf2d5c6-9750-4c2f-bacb-ba7171817ee9,Health
0c92f056-2cf8-4c04-961d-230131787fdc,Information
9b003172-f0b0-4cd3-9529-f08adede2f34,"Designs,"
d0e4bbd8-3def-46d3-8721-a372d8c5d97e,LLC
06bfda69-952f-4425-bbae-8ba75031eb6d,2
