Word-Id,Word-Text
8718d604-e675-469a-8d02-75baac9d69d4,Texas
1a40a0cd-90bb-4869-b19c-dab1ba8d3bca,Prior
5e075097-0dd3-4169-b9ad-07fbe687f253,Authorization
28cb2260-19c4-477a-bad2-02d059723403,Program
2d459cb2-2199-409f-b020-948442bff58b,Clinical
fde7976a-411a-4b0a-b10b-a1a8bad73345,Edits
35d97c87-1078-4879-b883-b08e2292915d,Alinia
d589e325-6d8f-4462-8848-4c37851fa99a,(Nitazoxanide)
0f7513dd-fa1f-48f4-9cfb-c164103208fa,Alinia
c78f7f79-0fa7-441d-9aac-1508ea9e4b13,(Nitazoxanide)
a416fe01-b4fe-4888-8c0a-a9ac2185c231,Oral
e207f041-8362-4a52-a492-e118671bf516,Suspension
abac694b-4d72-4729-a572-a0b5d2c85900,Clinical
a80d14c7-0d1b-4ed7-86ed-112b2380615e,Edit
f405acbb-7fbf-4df4-a401-5c10d033d34b,Criteria
f2ba52cc-dfb7-4e8f-8e30-adf10b0881e1,Logic
4507a4c1-afb7-4628-a34c-ce04437d1b25,1.
f24f11af-ddc8-49b9-bebf-29dc92728d6a,Does
4e663a92-4c7b-445d-a272-c41648d17990,the
a3be4212-7c42-42f4-83ff-969a578f91b2,client
2f83a3c2-bc26-4875-b56d-a7b59b3b979e,have
b123ea84-4036-414b-9fd1-0be928b7842b,a
f59afc40-eae5-41b3-a304-cf1eb122a15b,diagnosis
9bbd85ff-2343-43ed-95bb-68d7bf7e4094,of
54b11842-285d-4075-ab83-88d1fc273d62,giardiasis
b5d1d8eb-2765-4331-802a-86986aea4b32,or
30b40a93-f901-4d63-9559-f66d1fbc56fc,cryptosporidiosis
170ec966-2c89-4359-b400-d707ab201ee2,in
989fca23-58bc-40f0-984b-1211fd5afc39,the
090ba881-1eb8-41b6-8472-b1c9ec059dd5,past
32b77dae-f3f4-4f67-aa35-5e63529d6789,90
072f8cc0-d2b2-48d6-b522-260963aa5901,days?
9dd82517-182f-4ed0-a340-b85fae934125,Yes
945c916b-47af-49b0-8dd6-d0dd7342a0c0,(Go
6eb7abf1-0493-430f-80a0-0719077b7bcd,to
41c9e4d3-5b75-4a03-a4b1-31544ee0d9e5,#2)
a6ac13bd-55d0-4497-aa26-fdf9dc39801c,No
d3cec58c-e75b-4161-9cfd-5821139eb6b7,(Deny)
c67d96be-b080-4a3b-b4d0-1f21973e5d9f,2.
c17226d6-e17c-4df4-b0ea-14afad7a160a,Is
225017e6-4ae8-46b1-8bbb-06742fdf2dd0,the
3a65db3f-bba6-4dd4-be5d-5fcd63afcc2d,client
d0301e08-a6f0-4df2-bff8-a2ff5255dad4,less
2dc4cb00-b0d8-4511-a99f-a91156bacc99,than
60ae8f2b-37ad-49e0-973d-86ae6753262b,(<)
094e6ab3-a6ff-4507-8170-bf4c781e3c72,12
65f4812d-37f4-4742-8874-ddf566636c9d,years
a76e5943-7388-4fb7-93e3-1973bbdea34b,of
