Word-Id,Word-Text
a4cb1c6c-8955-4184-a567-b46c7c050611,Texas
4fdaf2bc-c5be-476c-ab80-461fadc0d32a,Prior
32723865-bad7-45d7-bf33-db6bbab3af9e,Authorization
93db3820-1380-4738-8d76-3623f8acc121,Program
cefd76b5-f5a5-4ca0-b501-79ed1e4a0e87,Clinical
d4c58889-d231-4807-8997-cea24232b954,Edits
32dc3c92-e932-4368-a6a6-09223b767aa1,Alinia
a5e9a483-9b97-4a61-b964-444ce126ce6e,(Nitazoxanide)
4bc11d2b-86ae-453a-b356-83455621c746,Alinia
b7675228-c75e-4269-a6de-68a440163f69,(Nitazoxanide)
4597212f-44f6-4bd2-87ab-ca9b74c0c1b3,Tablets
b7dfad67-0ea8-4058-b496-9510e10591ce,Clinical
e5cc9ed7-3c8e-4524-b4dd-29bd27e50b96,Edit
a381ad4c-9aa5-4b13-b721-7762c791d0ae,Criteria
b937ca76-a64b-47b3-a42e-9681b18bdf0f,Logic
1d5406ab-e816-4518-af78-ba88e1b1a633,Diagram
2d64ee39-b2ec-466e-992e-38e30187239a,Step
e4ab33cb-9210-432d-9f97-c3bc1ff21a8a,1
e184f5a8-bac6-4542-84f9-020b4b37d941,Does
181abc90-2878-4568-9af5-4f0ad481c5c5,the
59ecc2e0-e66a-4b0f-8dbc-53b30b410a15,client
da10017a-2fd5-4c8b-ae78-6d32584e85ec,have
859acad8-cee2-4f5b-bb0d-70a412de0fad,a
01b48106-1f46-4027-8f44-5ca0d0147c69,No
cfc3e239-8ee4-4198-9567-fff6020eb71a,diagnosis
c57ad3f3-d1e8-4401-9e77-8113f260ae0d,of
370042ab-1b1f-421f-85a0-597fe5931535,giardiasis
6448015b-ed7c-460e-98ed-0192175b4d44,Deny
39b99fed-3c34-440c-adb8-87dd954dedae,Request
56900f8c-d504-4325-afda-1c15bdcead26,Approve
59543c5f-97fe-4c64-b296-74cf3de8093f,Request
b74d0b84-f0ba-4340-8572-e3b0848a7afa,or
c5448a8c-27fb-4a60-9600-07f06017b409,cryptosporidiosis
ce3dae02-198e-46b1-b89b-315c955f1148,in
64992f00-675d-493b-a93d-fd05de307c59,(30
4979141b-53b3-4760-aa37-3997db394368,days)
5c6d3243-1cdd-4520-b103-34f389b447a3,the
99fe46fb-0ab2-47d3-991c-cf9e77093c95,past
dc148ccb-9718-4519-ac01-084d9fb367df,90
c035038c-e2d4-47a0-b214-8adf9074f5f4,days?
66dbdbaf-67a9-4891-bd1f-a2a4dd6c5f71,Yes
b5a6d070-1fab-42d7-9748-acd4b2978891,Yes
3430d6de-300b-4902-be39-99435cdced5f,Step
a73fe5f1-1efa-4977-af47-3782df8f6d64,2
c44d141e-6dc6-4e0d-8f57-b4aad663762b,Step
f7eb817c-51ea-4c73-bd26-764ece8ab2c2,4
ce3f1863-385e-44e9-aff3-df13123a7852,Step
83c7fb12-648e-4add-bfef-6fbddeb593b3,5
0d650094-a011-43c6-8d31-628f6badf893,Is
d619b085-086a-4d59-9eb8-3a471530f666,the
75c8b0d2-2b43-46bb-a98b-f47cdd696d0c,client
330823f0-055e-40d0-a4b2-2f8f0ddd268d,>
938fae7d-844c-4a89-bb3a-fffd7f63e8d9,12
5c052da7-709c-4f2c-8fd6-8d847a0f89e1,years
11353248-9067-40be-84f7-dc83090d20bd,Is
53894255-22e9-41dd-89d4-571284e4983b,the
047fae89-2bc1-4e43-879f-98a5d49a3df1,client
7aa21e20-539b-49b6-8c6f-fca694c4c588,between
80225a14-def8-49c6-a4a3-34b55027cd9e,1
11635396-3644-4174-b48a-f2151c42d411,No
d2d1037e-8239-4d8c-93d0-679ac379587b,Yes
bf2fa174-4087-4f4e-b0a6-4346c019a397,Is
7a97ab61-df29-43c7-a0b2-4ce66073a86d,the
ffedfa4a-ee7c-48bc-9b0d-a793cf162560,dose
b4178435-6fe7-43f6-b526-d9346e530d54,200
74a3609b-5c07-4984-a8a9-a1da88abef89,mg
ee90c7bd-2eb9-4b60-83ac-9da4e031026a,No
022b053b-0d5a-4fd1-a3ed-1dc00a863b1d,of
5a4dd956-d010-48fd-b83c-c564bb2f5ee3,age?
1932157a-9f92-4656-bd92-c336a442ec13,and
2113a5a7-f640-4f78-b1c7-174be75730e3,3
0a8b627b-1c1e-4658-8e6b-9ae6a9c19eab,years
89d2fc1f-8d08-4cca-b590-2de8b13ce5f2,of
972d53ed-0a81-4a58-bc4e-7ab5c334a4b4,age?
81ad0988-4512-4dd7-8a93-a822ed75e889,per
1b0dfbcd-d984-4c87-92bc-fa15cca57518,day?
ca8becb6-44c8-4007-9f41-ee9e984a27d8,Deny
a109c2b4-cdfd-4d35-afa5-434d615d0d83,Request
5aab4f7d-ca6d-4af8-875c-c20b8fd022a0,No
3bf1fa38-3485-4528-a6c1-d543ae935e88,Step
e1fca536-acba-41c5-a9ae-82ade57762be,6
e0312627-2eef-4072-b1d2-18bc2a09dd7f,Step
ef3578ab-2931-4887-9f46-f9ce9e2650fc,7
f3e096fc-4764-423f-b46a-961cdfe59e1b,Is
3057740f-a4d9-46b3-b98c-6b6864f0077f,the
7d8a7b42-ca98-4130-aa3d-49f42c55b7c5,client
832d70f4-3ae8-44a6-a4fc-d1a717c0b8dd,between
43d3c91f-d571-4e4b-ae96-e35666c40ec7,4
fc078e15-3fa8-4c42-9ebb-a67924c6c958,Yes
9814df0a-993e-4646-8d57-7fa71b3428c5,Is
